dtype,enzyme,model,scaler,split,tp,fp,tn,fn,val_accuracy,val_precision,val_recall,val_f1,auc,mcc,val_loss,train_time,prediction_time,criterion,n_estimators
ECFP4,PR,rfc,std,4,1911,34,116,8,0.9797003383276945,0.9825192802056555,0.9958311620635748,0.9891304347826086,0.8845822476984541,0.84029484738695,0.7316739692329245,5.868425369262695,0.29421401023864746,entropy,2000
ECFP4,PR,rfc,std,4,1911,35,115,8,0.9792170130497825,0.9820143884892086,0.9958311620635748,0.9888745148771022,0.8812489143651207,0.8361761084189834,0.7490947780241847,0.29621243476867676,0.0199127197265625,log_loss,100
ECFP4,PR,rfc,std,4,1913,34,116,6,0.9806669888835186,0.9825372367745249,0.9968733715476811,0.9896533885152613,0.8851033524405071,0.8478665869617502,0.6968323516504042,1.4660680294036865,0.07679581642150879,log_loss,500
ECFP4,PR,rfc,std,4,1911,34,116,8,0.9797003383276945,0.9825192802056555,0.9958311620635748,0.9891304347826086,0.8845822476984541,0.84029484738695,0.7316739692329245,2.9331648349761963,0.1516251564025879,log_loss,1000
ECFP4,PR,rfc,std,4,1911,33,117,8,0.9801836636056066,0.9830246913580247,0.9958311620635748,0.9893864871861248,0.8879155810317875,0.8443980070212236,0.7142531604416644,4.39833927154541,0.2204136848449707,log_loss,1500
ECFP4,PR,rfc,std,4,1912,35,115,7,0.9797003383276945,0.9820236260914227,0.9963522668056279,0.9891360579410243,0.8815094667361473,0.8399540731215676,0.7316739692329245,5.841466426849365,0.29324793815612793,log_loss,2000
ECFP4,PR,rfc,minmax,1,1916,38,112,3,0.9801836636056066,0.9805527123848515,0.9984366857738406,0.989413891040537,0.8725516762202536,0.8433122994972075,0.7142531604416644,0.314159631729126,0.019941329956054688,gini,100
ECFP4,PR,rfc,minmax,1,1916,40,110,3,0.9792170130497825,0.9795501022494888,0.9984366857738406,0.9889032258064516,0.865885009553587,0.8350915365445746,0.7490947780241846,1.513974905014038,0.07676076889038086,gini,500
ECFP4,PR,rfc,minmax,1,1916,42,108,3,0.9782503624939585,0.9785495403472931,0.9984366857738406,0.9883930874387413,0.8592183428869202,0.8268063140234277,0.7839363956067048,3.088784694671631,0.14960527420043945,gini,1000
ECFP4,PR,rfc,minmax,1,1916,41,109,3,0.9787336877718704,0.9790495656617272,0.9984366857738406,0.9886480908152735,0.8625516762202537,0.83095710541559,0.7665155868154447,4.61073899269104,0.22337746620178223,gini,1500
ECFP4,PR,rfc,minmax,1,1916,40,110,3,0.9792170130497825,0.9795501022494888,0.9984366857738406,0.9889032258064516,0.865885009553587,0.8350915365445746,0.7490947780241846,6.06487250328064,0.2951819896697998,gini,2000
ECFP4,PR,rfc,minmax,1,1914,40,110,5,0.9782503624939585,0.9795291709314228,0.9973944762897342,0.9883810999225406,0.8653639048115338,0.8270419766887169,0.7839363956067047,0.29720544815063477,0.01992011070251465,entropy,100
ECFP4,PR,rfc,minmax,1,1914,38,112,5,0.9792170130497825,0.9805327868852459,0.9973944762897342,0.9888917592353397,0.8720305714782004,0.8353315876790095,0.7490947780241848,1.4292330741882324,0.07579517364501953,entropy,500
ECFP4,PR,rfc,minmax,1,1915,40,110,4,0.9787336877718704,0.979539641943734,0.9979155810317873,0.9886422302529685,0.8656244571825604,0.8310411801496749,0.7665155868154445,2.85440993309021,0.14162302017211914,entropy,1000
ECFP4,PR,rfc,minmax,1,1913,39,111,6,0.9782503624939585,0.9800204918032787,0.9968733715476811,0.9883750968741927,0.8684366857738405,0.8272621265069569,0.7839363956067048,4.253664255142212,0.21144366264343262,entropy,1500
ECFP4,PR,rfc,minmax,1,1914,39,111,5,0.9787336877718704,0.9800307219662059,0.9973944762897342,0.9886363636363636,0.8686972381448671,0.8311949207643532,0.7665155868154447,5.703863143920898,0.27626538276672363,entropy,2000
ECFP4,PR,rfc,minmax,1,1915,39,111,4,0.9792170130497825,0.9800409416581372,0.9979155810317873,0.9888974954815388,0.8689577905158937,0.8351771380929622,0.7490947780241846,0.2922229766845703,0.018950462341308594,log_loss,100
ECFP4,PR,rfc,minmax,1,1914,38,112,5,0.9792170130497825,0.9805327868852459,0.9973944762897342,0.9888917592353397,0.8720305714782004,0.8353315876790095,0.7490947780241847,1.4202508926391602,0.07479381561279297,log_loss,500
ECFP4,PR,rfc,minmax,1,1915,39,111,4,0.9792170130497825,0.9800409416581372,0.9979155810317873,0.9888974954815388,0.8689577905158937,0.8351771380929622,0.7490947780241846,2.839477300643921,0.14361810684204102,log_loss,1000
ECFP4,PR,rfc,minmax,1,1915,39,111,4,0.9792170130497825,0.9800409416581372,0.9979155810317873,0.9888974954815388,0.8689577905158937,0.8351771380929622,0.7490947780241846,4.277652263641357,0.20545744895935059,log_loss,1500
ECFP4,PR,rfc,minmax,1,1915,39,111,4,0.9792170130497825,0.9800409416581372,0.9979155810317873,0.9888974954815388,0.8689577905158937,0.8351771380929622,0.7490947780241846,5.68189001083374,0.27725672721862793,log_loss,2000
ECFP4,PR,rfc,minmax,2,1912,35,115,7,0.9797003383276945,0.9820236260914227,0.9963522668056279,0.9891360579410243,0.8815094667361473,0.8399540731215676,0.7316739692329245,0.32117581367492676,0.02094435691833496,gini,100
ECFP4,PR,rfc,minmax,2,1913,33,117,6,0.9811503141614306,0.9830421377183967,0.9968733715476811,0.9899094437257439,0.8884366857738405,0.8519407243910897,0.6794115428591443,1.5877742767333984,0.08378291130065918,gini,500
ECFP4,PR,rfc,minmax,2,1913,33,117,6,0.9811503141614306,0.9830421377183967,0.9968733715476811,0.9899094437257439,0.8884366857738405,0.8519407243910897,0.6794115428591443,3.181541919708252,0.15655136108398438,gini,1000
ECFP4,PR,rfc,minmax,2,1913,34,116,6,0.9806669888835186,0.9825372367745249,0.9968733715476811,0.9896533885152613,0.8851033524405071,0.8478665869617502,0.6968323516504042,4.730451345443726,0.23337459564208984,gini,1500
ECFP4,PR,rfc,minmax,2,1913,34,116,6,0.9806669888835186,0.9825372367745249,0.9968733715476811,0.9896533885152613,0.8851033524405071,0.8478665869617502,0.6968323516504042,6.305204629898071,0.3061807155609131,gini,2000
ECFP4,PR,rfc,minmax,2,1912,32,118,7,0.9811503141614306,0.9835390946502057,0.9963522668056279,0.9899042195185089,0.8915094667361472,0.8522210233541894,0.6794115428591443,0.3032245635986328,0.01995372772216797,entropy,100
ECFP4,PR,rfc,minmax,2,1912,33,117,7,0.9806669888835186,0.9830334190231362,0.9963522668056279,0.989648033126294,0.888176133402814,0.8481473253875444,0.6968323516504042,1.4950575828552246,0.07777142524719238,entropy,500
ECFP4,PR,rfc,minmax,2,1912,33,117,7,0.9806669888835186,0.9830334190231362,0.9963522668056279,0.989648033126294,0.888176133402814,0.8481473253875444,0.6968323516504042,2.9691340923309326,0.14763855934143066,entropy,1000
ECFP4,PR,rfc,minmax,2,1912,33,117,7,0.9806669888835186,0.9830334190231362,0.9963522668056279,0.989648033126294,0.888176133402814,0.8481473253875444,0.6968323516504042,4.4322144985198975,0.22240900993347168,entropy,1500
ECFP4,PR,rfc,minmax,2,1911,33,117,8,0.9801836636056066,0.9830246913580247,0.9958311620635748,0.9893864871861248,0.8879155810317875,0.8443980070212236,0.7142531604416643,5.962145805358887,0.2912297248840332,entropy,2000
ECFP4,PR,rfc,minmax,2,1912,34,116,7,0.9801836636056066,0.9825282631038027,0.9963522668056279,0.989391979301423,0.8848428000694807,0.8440584164050365,0.7142531604416643,0.3001720905303955,0.019943714141845703,log_loss,100
ECFP4,PR,rfc,minmax,2,1911,32,118,8,0.9806669888835186,0.9835306227483274,0.9958311620635748,0.9896426721905748,0.8912489143651207,0.8484858130612002,0.6968323516504042,1.4860508441925049,0.07782697677612305,log_loss,500
ECFP4,PR,rfc,minmax,2,1911,33,117,8,0.9801836636056066,0.9830246913580247,0.9958311620635748,0.9893864871861248,0.8879155810317875,0.8443980070212236,0.7142531604416643,2.9651341438293457,0.14960694313049316,log_loss,1000
ECFP4,PR,rfc,minmax,2,1912,33,117,7,0.9806669888835186,0.9830334190231362,0.9963522668056279,0.989648033126294,0.888176133402814,0.8481473253875444,0.6968323516504042,4.416234970092773,0.21941518783569336,log_loss,1500
ECFP4,PR,rfc,minmax,2,1911,33,117,8,0.9801836636056066,0.9830246913580247,0.9958311620635748,0.9893864871861248,0.8879155810317875,0.8443980070212236,0.7142531604416643,5.929213285446167,0.29125332832336426,log_loss,2000
ECFP4,PR,rfc,minmax,3,1912,47,103,7,0.9739004349927501,0.9760081674323634,0.9963522668056279,0.9860752965446106,0.8415094667361473,0.789409409849501,0.9407236747280457,0.34009575843811035,0.020911693572998047,gini,100
ECFP4,PR,rfc,minmax,3,1913,44,106,6,0.9758337361043983,0.9775166070516096,0.9968733715476811,0.9871001031991744,0.8517700191071739,0.806245884439672,0.8710404395630054,1.6396732330322266,0.0807793140411377,gini,500
ECFP4,PR,rfc,minmax,3,1913,45,105,6,0.9753504108264862,0.9770173646578141,0.9968733715476811,0.9868454990972402,0.8484366857738405,0.8019903703132923,0.8884612483542654,3.281280755996704,0.15857338905334473,gini,1000
ECFP4,PR,rfc,minmax,3,1913,44,106,6,0.9758337361043983,0.9775166070516096,0.9968733715476811,0.9871001031991744,0.8517700191071739,0.806245884439672,0.8710404395630054,4.922920227050781,0.23540186882019043,gini,1500
ECFP4,PR,rfc,minmax,3,1913,44,106,6,0.9758337361043983,0.9775166070516096,0.9968733715476811,0.9871001031991744,0.8517700191071739,0.806245884439672,0.8710404395630054,6.510714530944824,0.309206485748291,gini,2000
ECFP4,PR,rfc,minmax,3,1912,40,110,7,0.9772837119381343,0.9795081967213115,0.9963522668056279,0.9878584345130458,0.8648428000694808,0.8191926653349043,0.818778013189225,0.31020331382751465,0.01992511749267578,entropy,100
ECFP4,PR,rfc,minmax,3,1913,41,109,6,0.9772837119381343,0.9790174002047083,0.9968733715476811,0.9878647043635425,0.8617700191071739,0.8189068152844716,0.818778013189225,1.5179965496063232,0.07682418823242188,entropy,500
ECFP4,PR,rfc,minmax,3,1913,40,110,6,0.9777670372160464,0.9795186891961085,0.9968733715476811,0.9881198347107438,0.8651033524405073,0.8230928271378807,0.801357204397965,3.0209968090057373,0.15462136268615723,entropy,1000
ECFP4,PR,rfc,minmax,3,1913,40,110,6,0.9777670372160464,0.9795186891961085,0.9968733715476811,0.9881198347107438,0.8651033524405073,0.8230928271378807,0.801357204397965,4.528957366943359,0.22041606903076172,entropy,1500
ECFP4,PR,rfc,minmax,3,1913,41,109,6,0.9772837119381343,0.9790174002047083,0.9968733715476811,0.9878647043635425,0.8617700191071739,0.8189068152844716,0.818778013189225,6.067867279052734,0.2902259826660156,entropy,2000
ECFP4,PR,rfc,minmax,3,1914,41,109,5,0.9777670372160464,0.9790281329923274,0.9973944762897342,0.9881259679917398,0.8620305714782005,0.8228725060951845,0.801357204397965,0.31618762016296387,0.01894998550415039,log_loss,100
ECFP4,PR,rfc,minmax,3,1913,39,111,6,0.9782503624939585,0.9800204918032787,0.9968733715476811,0.9883750968741927,0.8684366857738405,0.8272621265069569,0.7839363956067049,1.5099518299102783,0.07682347297668457,log_loss,500
ECFP4,PR,rfc,minmax,3,1913,40,110,6,0.9777670372160464,0.9795186891961085,0.9968733715476811,0.9881198347107438,0.8651033524405073,0.8230928271378807,0.801357204397965,3.0219955444335938,0.14560794830322266,log_loss,1000
ECFP4,PR,rfc,minmax,3,1913,38,112,6,0.9787336877718704,0.9805228088159919,0.9968733715476811,0.9886304909560724,0.8717700191071738,0.8314149662773169,0.7665155868154448,4.5568482875823975,0.21741724014282227,log_loss,1500
ECFP4,PR,rfc,minmax,3,1913,39,111,6,0.9782503624939585,0.9800204918032787,0.9968733715476811,0.9883750968741927,0.8684366857738405,0.8272621265069569,0.7839363956067049,6.019994497299194,0.2892308235168457,log_loss,2000
ECFP4,PR,rfc,minmax,4,1914,38,112,5,0.9792170130497825,0.9805327868852459,0.9973944762897342,0.9888917592353397,0.8720305714782004,0.8353315876790095,0.7490947780241847,0.3271300792694092,0.02097320556640625,gini,100
ECFP4,PR,rfc,minmax,4,1913,38,112,6,0.9787336877718704,0.9805228088159919,0.9968733715476811,0.9886304909560724,0.8717700191071738,0.8314149662773169,0.7665155868154446,1.5768072605133057,0.08278059959411621,gini,500
ECFP4,PR,rfc,minmax,4,1913,38,112,6,0.9787336877718704,0.9805228088159919,0.9968733715476811,0.9886304909560724,0.8717700191071738,0.8314149662773169,0.7665155868154446,3.141645908355713,0.15758538246154785,gini,1000
ECFP4,PR,rfc,minmax,4,1913,38,112,6,0.9787336877718704,0.9805228088159919,0.9968733715476811,0.9886304909560724,0.8717700191071738,0.8314149662773169,0.7665155868154446,4.717426538467407,0.23337793350219727,gini,1500
ECFP4,PR,rfc,minmax,4,1913,38,112,6,0.9787336877718704,0.9805228088159919,0.9968733715476811,0.9886304909560724,0.8717700191071738,0.8314149662773169,0.7665155868154446,6.319225788116455,0.3091771602630615,gini,2000
ECFP4,PR,rfc,minmax,4,1912,36,114,7,0.9792170130497825,0.9815195071868583,0.9963522668056279,0.9888802689423326,0.878176133402814,0.8358340672126499,0.7490947780241847,0.3061854839324951,0.020911693572998047,entropy,100
ECFP4,PR,rfc,minmax,4,1911,35,115,8,0.9792170130497825,0.9820143884892086,0.9958311620635748,0.9888745148771022,0.8812489143651207,0.8361761084189834,0.7490947780241846,1.4860758781433105,0.07878947257995605,entropy,500
ECFP4,PR,rfc,minmax,4,1912,35,115,7,0.9797003383276945,0.9820236260914227,0.9963522668056279,0.9891360579410243,0.8815094667361473,0.8399540731215676,0.7316739692329245,2.919232130050659,0.14860010147094727,entropy,1000
ECFP4,PR,rfc,minmax,4,1911,34,116,8,0.9797003383276945,0.9825192802056555,0.9958311620635748,0.9891304347826086,0.8845822476984541,0.84029484738695,0.7316739692329245,4.389306545257568,0.22141790390014648,entropy,1500
ECFP4,PR,rfc,minmax,4,1912,35,115,7,0.9797003383276945,0.9820236260914227,0.9963522668056279,0.9891360579410243,0.8815094667361473,0.8399540731215676,0.7316739692329245,5.855428695678711,0.29122328758239746,entropy,2000
ECFP4,PR,rfc,minmax,4,1909,36,114,10,0.9777670372160464,0.9814910025706941,0.9947889525794684,0.9880952380952381,0.8773944762897342,0.8245898913857613,0.801357204397965,0.30422425270080566,0.021942138671875,log_loss,100
ECFP4,PR,rfc,minmax,4,1912,35,115,7,0.9797003383276945,0.9820236260914227,0.9963522668056279,0.9891360579410243,0.8815094667361473,0.8399540731215676,0.7316739692329245,1.4671010971069336,0.07782244682312012,log_loss,500
ECFP4,PR,rfc,minmax,4,1911,35,115,8,0.9792170130497825,0.9820143884892086,0.9958311620635748,0.9888745148771022,0.8812489143651207,0.8361761084189834,0.7490947780241846,2.909230947494507,0.14960193634033203,log_loss,1000
ECFP4,PR,rfc,minmax,4,1911,35,115,8,0.9792170130497825,0.9820143884892086,0.9958311620635748,0.9888745148771022,0.8812489143651207,0.8361761084189834,0.7490947780241846,4.406311511993408,0.22138190269470215,log_loss,1500
ECFP4,PR,rfc,minmax,4,1911,34,116,8,0.9797003383276945,0.9825192802056555,0.9958311620635748,0.9891304347826086,0.8845822476984541,0.84029484738695,0.7316739692329245,5.844458341598511,0.2911982536315918,log_loss,2000
ECFP4,RT,rfc,std,1,2367,134,803,34,0.9496704613541043,0.9464214314274291,0.9858392336526447,0.9657282741738066,0.9214148142649563,0.8737477991898119,1.814060446186843,0.7260692119598389,0.05984234809875488,gini,100
ECFP4,RT,rfc,std,1,2369,139,798,32,0.9487717195925705,0.9445773524720893,0.9866722199083715,0.9651660215929925,0.9191632177450075,0.8715177254324248,1.8464543827258937,3.6033854484558105,0.25531697273254395,gini,500
ECFP4,RT,rfc,std,1,2370,142,795,31,0.9481725584182145,0.9434713375796179,0.9870887130362349,0.964787299002646,0.917770610520252,0.870029372407102,1.8680503404185946,7.213795185089111,0.5006625652313232,gini,1000
ECFP4,RT,rfc,std,1,2370,140,797,31,0.9487717195925705,0.9442231075697212,0.9870887130362349,0.9651802076970067,0.9188378463793769,0.8715448878599424,1.8464543827258943,10.8003089427948,0.7420573234558105,gini,1500
ECFP4,RT,rfc,std,1,2370,138,799,31,0.9493708807669263,0.9449760765550239,0.9870887130362349,0.9655734365451212,0.9199050822385016,0.8730601986948149,1.8248584250331938,14.399735927581787,0.9863765239715576,gini,2000
ECFP4,RT,rfc,std,1,2369,133,804,32,0.9505692031156381,0.9468425259792166,0.9866722199083715,0.9663471344075056,0.9223649253223821,0.8760662010328077,1.7816665096477924,0.7500061988830566,0.056818246841430664,entropy,100
ECFP4,RT,rfc,std,1,2369,135,802,32,0.9499700419412822,0.9460862619808307,0.9866722199083715,0.9659531090723751,0.9212976894632572,0.8745502350917865,1.803262467340493,3.6433138847351074,0.2503340244293213,entropy,500
ECFP4,RT,rfc,std,1,2369,136,801,32,0.9496704613541043,0.9457085828343313,0.9866722199083715,0.9657562168772931,0.9207640715336949,0.8737921811603628,1.814060446186843,7.2726616859436035,0.4936549663543701,entropy,1000
ECFP4,RT,rfc,std,1,2370,139,798,31,0.9490713001797484,0.9445994420087684,0.9870887130362349,0.9653767820773931,0.9193714643089392,0.8723025684319797,1.8356564038795435,10.958864450454712,0.7420265674591064,entropy,1500
ECFP4,RT,rfc,std,1,2370,140,797,31,0.9487717195925705,0.9442231075697212,0.9870887130362349,0.9651802076970067,0.9188378463793769,0.8715448878599424,1.8464543827258943,14.631091356277466,0.9714171886444092,entropy,2000
ECFP4,RT,rfc,std,1,2365,127,810,36,0.951168364289994,0.9490369181380417,0.985006247396918,0.9666871040261599,0.9247336466440299,0.8775125512982294,1.7600705519550917,0.7430272102355957,0.05684304237365723,log_loss,100
ECFP4,RT,rfc,std,1,2368,138,799,33,0.9487717195925705,0.9449321628092577,0.9862557267805081,0.9651518239250051,0.9194885891106382,0.8714928459397773,1.8464543827258937,3.661266565322876,0.253354549407959,log_loss,500
ECFP4,RT,rfc,std,1,2367,139,798,34,0.9481725584182145,0.9445331205107741,0.9858392336526447,0.96474424291828,0.9187467246171441,0.8699516130778594,1.8680503404185944,7.2916419506073,0.4956483840942383,log_loss,1000
ECFP4,RT,rfc,std,1,2369,141,796,32,0.9481725584182145,0.9438247011952191,0.9866722199083715,0.9647729586642232,0.9180959818858826,0.8700011682262493,1.8680503404185946,10.99177861213684,0.7360489368438721,log_loss,1500
ECFP4,RT,rfc,std,1,2370,139,798,31,0.9490713001797484,0.9445994420087684,0.9870887130362349,0.9653767820773931,0.9193714643089392,0.8723025684319797,1.8356564038795435,14.704926252365112,0.9753732681274414,log_loss,2000
ECFP4,RT,rfc,std,2,2372,143,794,29,0.9484721390053924,0.9431411530815109,0.9879216992919617,0.9650122050447518,0.9176534857185529,0.8708494245438364,1.8572523615722438,0.7539939880371094,0.05784153938293457,gini,100
ECFP4,RT,rfc,std,2,2371,139,798,30,0.9493708807669263,0.9446215139442231,0.9875052061640983,0.9655874567297903,0.9195797108728709,0.8730886074936357,1.8248584250331932,3.62137508392334,0.24930930137634277,gini,500
ECFP4,RT,rfc,std,2,2373,145,792,28,0.9481725584182145,0.9424146147736299,0.9883381924198251,0.9648302500508233,0.9167944964233599,0.8701278269215916,1.8680503404185942,7.263714551925659,0.5016617774963379,gini,1000
ECFP4,RT,rfc,std,2,2372,148,789,29,0.9469742360695027,0.9412698412698413,0.9879216992919617,0.9640317008738062,0.9149853960707407,0.8670652128826197,1.9112422558039956,11.006733417510986,0.7400190830230713,gini,1500
ECFP4,RT,rfc,std,2,2373,148,789,28,0.9472738166566806,0.9412931376437922,0.9883381924198251,0.9642421779764323,0.9151936426346724,0.8678588870550237,1.9004442769576453,14.49246335029602,0.9793922901153564,gini,2000
ECFP4,RT,rfc,std,2,2369,143,794,32,0.9475733972438586,0.9430732484076433,0.9866722199083715,0.9643802157541217,0.9170287460267578,0.8684844003975055,1.8896462981112951,0.7500357627868652,0.05484962463378906,entropy,100
ECFP4,RT,rfc,std,2,2372,142,795,29,0.9487717195925705,0.94351630867144,0.9879216992919617,0.9652085452695829,0.9181871036481154,0.8716061064047652,1.8464543827258937,3.675229549407959,0.24833965301513672,entropy,500
ECFP4,RT,rfc,std,2,2373,138,799,28,0.9502696225284601,0.945041816009558,0.9883381924198251,0.9662052117263844,0.9205298219302968,0.8754201913406933,1.7924644884941425,7.308592796325684,0.4847118854522705,entropy,1000
ECFP4,RT,rfc,std,2,2373,143,794,28,0.9487717195925705,0.9431637519872814,0.9883381924198251,0.9652226967663209,0.9178617322824845,0.8716401852350856,1.8464543827258937,10.977800130844116,0.732081413269043,entropy,1500
ECFP4,RT,rfc,std,2,2371,140,797,30,0.9490713001797484,0.9442453205894066,0.9875052061640983,0.9653908794788274,0.9190460929433085,0.8723315012027979,1.8356564038795435,14.755789995193481,0.9644641876220703,entropy,2000
ECFP4,RT,rfc,std,2,2370,146,791,31,0.9469742360695027,0.9419713831478538,0.9870887130362349,0.9640024405125076,0.9156361388020021,0.8669977004997899,1.9112422558039956,0.752964973449707,0.05684256553649902,log_loss,100
ECFP4,RT,rfc,std,2,2371,144,793,30,0.9478729778310365,0.9427435387673956,0.9875052061640983,0.9646053702196908,0.9169116212250588,0.8693025626371594,1.878848319264945,3.6603007316589355,0.2453477382659912,log_loss,500
ECFP4,RT,rfc,std,2,2371,144,793,30,0.9478729778310365,0.9427435387673956,0.9875052061640983,0.9646053702196908,0.9169116212250588,0.8693025626371594,1.8788483192649443,7.300583362579346,0.4877316951751709,log_loss,1000
ECFP4,RT,rfc,std,2,2371,139,798,30,0.9493708807669263,0.9446215139442231,0.9875052061640983,0.9655874567297903,0.9195797108728709,0.8730886074936357,1.8248584250331932,10.976813316345215,0.7310864925384521,log_loss,1500
ECFP4,RT,rfc,std,2,2371,142,795,30,0.9484721390053924,0.9434938320732192,0.9875052061640983,0.964997964997965,0.9179788570841836,0.870817136291246,1.8572523615722438,14.715866088867188,0.9634377956390381,log_loss,2000
ECFP4,RT,rfc,std,3,2374,157,780,27,0.944877171959257,0.9379691821414461,0.9887546855476884,0.9626926196269262,0.9105993278325422,0.8618491651505961,1.9868281077284473,0.7270925045013428,0.05983328819274902,gini,100
ECFP4,RT,rfc,std,3,2367,142,795,34,0.9472738166566806,0.9434037465125548,0.9858392336526447,0.9641547861507128,0.9171458708284569,0.8676732813332273,1.9004442769576453,3.5475449562072754,0.24834036827087402,gini,500
ECFP4,RT,rfc,std,3,2371,141,796,30,0.9487717195925705,0.9438694267515924,0.9875052061640983,0.9651943822511704,0.9185124750137461,0.8715743444166985,1.8464543827258937,7.194845914840698,0.49368715286254883,gini,1000
ECFP4,RT,rfc,std,3,2373,138,799,28,0.9502696225284601,0.945041816009558,0.9883381924198251,0.9662052117263844,0.9205298219302968,0.8754201913406933,1.7924644884941425,10.701549768447876,0.7390284538269043,gini,1500
ECFP4,RT,rfc,std,3,2376,145,792,25,0.9490713001797484,0.9424831416104721,0.9895876718034152,0.9654611946363267,0.9174192361151549,0.8725109358406258,1.8356564038795435,14.186276197433472,0.9843771457672119,gini,2000
ECFP4,RT,rfc,std,3,2366,146,791,35,0.9457759137207908,0.9418789808917197,0.9854227405247813,0.9631589660085488,0.9148031525462753,0.8638494843687162,1.9544341711893964,0.7370421886444092,0.055884361267089844,entropy,100
ECFP4,RT,rfc,std,3,2368,136,801,33,0.9493708807669263,0.9456869009584664,0.9862557267805081,0.9655453618756371,0.9205558249697632,0.8730102366929865,1.8248584250331932,3.5964670181274414,0.24331974983215332,entropy,500
ECFP4,RT,rfc,std,3,2371,138,799,30,0.9496704613541043,0.9449980071741729,0.9875052061640983,0.9657841140529532,0.9201133288024334,0.8738456641315638,1.814060446186843,7.1469948291778564,0.48872876167297363,entropy,1000
ECFP4,RT,rfc,std,3,2374,138,799,27,0.9505692031156381,0.9450636942675159,0.9887546855476884,0.9664156319967433,0.9207380684942283,0.8762092604454877,1.7816665096477924,10.767366409301758,0.7161288261413574,entropy,1500
ECFP4,RT,rfc,std,3,2372,143,794,29,0.9484721390053924,0.9431411530815109,0.9879216992919617,0.9650122050447518,0.9176534857185529,0.8708494245438364,1.8572523615722445,14.29994535446167,0.9444890022277832,entropy,2000
ECFP4,RT,rfc,std,3,2366,135,802,35,0.9490713001797484,0.9460215913634547,0.9854227405247813,0.9653202774377805,0.9206729497714621,0.8722096414256665,1.8356564038795438,0.7390646934509277,0.05485415458679199,log_loss,100
ECFP4,RT,rfc,std,3,2371,145,792,30,0.9475733972438586,0.9423688394276629,0.9875052061640983,0.9644091925971121,0.9163780032954963,0.8685451954115551,1.889646298111295,3.608405828475952,0.24638009071350098,log_loss,500
ECFP4,RT,rfc,std,3,2370,143,794,31,0.9478729778310365,0.9430959013131716,0.9870887130362349,0.9645909645909646,0.9172369925906895,0.8692715358313391,1.878848319264945,7.135027885437012,0.4786946773529053,log_loss,1000
ECFP4,RT,rfc,std,3,2372,138,799,29,0.9499700419412822,0.9450199203187251,0.9879216992919617,0.9659947057625738,0.9203215753663649,0.8746323271273289,1.803262467340493,10.803274393081665,0.7111091613769531,log_loss,1500
ECFP4,RT,rfc,std,3,2369,136,801,32,0.9496704613541043,0.9457085828343313,0.9866722199083715,0.9657562168772931,0.9207640715336949,0.8737921811603628,1.814060446186843,14.535338163375854,0.9514415264129639,log_loss,2000
ECFP4,RT,rfc,std,4,2372,149,788,29,0.9466746554823248,0.9408964696548988,0.9879216992919617,0.9638358390898009,0.9144517781411783,0.8663082041264896,1.9220402346503456,0.7440211772918701,0.057874202728271484,gini,100
ECFP4,RT,rfc,std,4,2369,142,795,32,0.9478729778310365,0.9434488251692553,0.9866722199083715,0.9645765472312704,0.9175623639563203,0.8692428110649025,1.8788483192649446,3.617386817932129,0.2533268928527832,gini,500
ECFP4,RT,rfc,std,4,2371,147,790,30,0.9469742360695027,0.9416203335980937,0.9875052061640983,0.9640170766415939,0.9153107674363714,0.8670302959074649,1.9112422558039952,7.216809272766113,0.49172520637512207,gini,1000
ECFP4,RT,rfc,std,4,2369,141,796,32,0.9481725584182145,0.9438247011952191,0.9866722199083715,0.9647729586642232,0.9180959818858826,0.8700011682262493,1.8680503404185944,10.818238496780396,0.7370400428771973,gini,1500
ECFP4,RT,rfc,std,4,2372,142,795,29,0.9487717195925705,0.94351630867144,0.9879216992919617,0.9652085452695829,0.9181871036481154,0.8716061064047652,1.846454382725894,14.314934492111206,0.9813907146453857,gini,2000
ECFP4,RT,rfc,std,4,2369,139,798,32,0.9487717195925705,0.9445773524720893,0.9866722199083715,0.9651660215929925,0.9191632177450075,0.8715177254324248,1.8464543827258937,0.7590072154998779,0.05688047409057617,entropy,100
ECFP4,RT,rfc,std,4,2367,143,794,34,0.9469742360695027,0.9430278884462151,0.9858392336526447,0.9639584605986561,0.9166122528988944,0.866913728958863,1.9112422558039952,3.6363613605499268,0.24933481216430664,entropy,500
ECFP4,RT,rfc,std,4,2373,143,794,28,0.9487717195925705,0.9431637519872814,0.9883381924198251,0.9652226967663209,0.9178617322824845,0.8716401852350856,1.846454382725894,7.273684978485107,0.4906907081604004,entropy,1000
ECFP4,RT,rfc,std,4,2370,140,797,31,0.9487717195925705,0.9442231075697212,0.9870887130362349,0.9651802076970067,0.9188378463793769,0.8715448878599424,1.846454382725894,10.939908266067505,0.7221074104309082,entropy,1500
ECFP4,RT,rfc,std,4,2369,141,796,32,0.9481725584182145,0.9438247011952191,0.9866722199083715,0.9647729586642232,0.9180959818858826,0.8700011682262493,1.8680503404185944,14.558288812637329,0.9644567966461182,entropy,2000
ECFP4,RT,rfc,std,4,2372,141,796,29,0.9490713001797484,0.943891762833267,0.9879216992919617,0.9654049654049655,0.9187207215776778,0.8723627367511531,1.8356564038795435,0.7430241107940674,0.05585217475891113,log_loss,100
