dtype,enzyme,model,scaler,split,tp,fp,tn,fn,val_accuracy,val_precision,val_recall,val_f1,auc,mcc,val_loss,train_time,prediction_time,C,degree,kernel
PC,IN,svc,std,3,818,134,1151,245,0.8385860306643952,0.8592436974789915,0.7695202257761053,0.8119106699751861,0.832620035067041,0.6744277219974413,5.817949162894124,0.0857696533203125,0.26628923416137695,2.0,5,rbf
PC,IN,svc,std,3,584,484,801,479,0.5898637137989778,0.5468164794007491,0.5493885230479775,0.5480994838104176,0.5863674132749614,0.17266626436843105,14.782810142129394,0.06482148170471191,0.09474492073059082,2.0,5,sigmoid
PC,IN,svc,std,3,942,343,942,121,0.8023850085178875,0.7330739299610894,0.8861712135465664,0.8023850085178875,0.8096225717538279,0.6192451435076558,7.1227662574745985,0.08879852294921875,0.12367010116577148,8.0,3,poly
PC,IN,svc,std,3,909,131,1154,154,0.8786201022146508,0.8740384615384615,0.8551269990592663,0.8644793152639088,0.8765907368837188,0.7547398539302784,4.374974964181597,0.08479595184326172,0.24434614181518555,8.0,3,rbf
PC,IN,svc,std,3,572,509,776,491,0.5741056218057922,0.5291396854764108,0.5380997177798683,0.5335820895522388,0.570995384181763,0.14180030043494013,15.350789348005604,0.061860084533691406,0.08876347541809082,8.0,3,sigmoid
PC,IN,svc,std,3,118,5,1280,945,0.5954003407155025,0.959349593495935,0.11100658513640639,0.19898819561551434,0.5535577672763744,0.2393057270076553,14.58324988060532,0.10075783729553223,0.13766002655029297,8.0,4,poly
PC,IN,svc,std,3,909,131,1154,154,0.8786201022146508,0.8740384615384615,0.8551269990592663,0.8644793152639088,0.8765907368837188,0.7547398539302784,4.374974964181597,0.08477377891540527,0.24933362007141113,8.0,4,rbf
PC,IN,svc,std,3,572,509,776,491,0.5741056218057922,0.5291396854764108,0.5380997177798683,0.5335820895522388,0.570995384181763,0.14180030043494013,15.350789348005604,0.06482267379760742,0.0907282829284668,8.0,4,sigmoid
PC,IN,svc,std,3,98,5,1280,965,0.5868824531516184,0.9514563106796117,0.09219190968955786,0.1680960548885077,0.5441504295529501,0.21461315546846751,14.890265667565432,0.1046915054321289,0.13367176055908203,8.0,5,poly
PC,IN,svc,std,3,909,131,1154,154,0.8786201022146508,0.8740384615384615,0.8551269990592663,0.8644793152639088,0.8765907368837188,0.7547398539302784,4.374974964181597,0.08477044105529785,0.24731087684631348,8.0,5,rbf
PC,IN,svc,std,3,572,509,776,491,0.5741056218057922,0.5291396854764108,0.5380997177798683,0.5335820895522388,0.570995384181763,0.14180030043494013,15.350789348005604,0.06485438346862793,0.09078383445739746,8.0,5,sigmoid
PC,IN,svc,std,4,80,5,1280,983,0.5792163543441227,0.9411764705882353,0.07525870178739416,0.13937282229965156,0.5356838256018683,0.19018132117931266,15.16657987582953,0.09474802017211914,0.1296248435974121,0.2,3,poly
PC,IN,svc,std,4,675,108,1177,388,0.7887563884156729,0.8620689655172413,0.6349952963311383,0.7313109425785482,0.7754743018620671,0.5816895085889011,7.613991516610778,0.09670829772949219,0.3450760841369629,0.2,3,rbf
PC,IN,svc,std,4,520,305,980,543,0.6388415672913118,0.6303030303030303,0.4891815616180621,0.5508474576271186,0.6259137380074746,0.262569563907337,13.017469367108747,0.09173846244812012,0.13261628150939941,0.2,3,sigmoid
PC,IN,svc,std,4,75,5,1280,988,0.5770868824531517,0.9375,0.07055503292568203,0.13123359580052493,0.5333319911710123,0.18291230864728003,15.243333822569559,0.09773921966552734,0.1466071605682373,0.2,4,poly
PC,IN,svc,std,4,675,108,1177,388,0.7887563884156729,0.8620689655172413,0.6349952963311383,0.7313109425785482,0.7754743018620671,0.5816895085889011,7.613991516610778,0.09574437141418457,0.3371005058288574,0.2,4,rbf
PC,IN,svc,std,4,520,305,980,543,0.6388415672913118,0.6303030303030303,0.4891815616180621,0.5508474576271186,0.6259137380074746,0.262569563907337,13.017469367108747,0.08875632286071777,0.13062357902526855,0.2,4,sigmoid
PC,IN,svc,std,4,82,5,1280,981,0.580068143100511,0.9425287356321839,0.07714016933207903,0.1426086956521739,0.5366245593742107,0.1930237251244667,15.135878297133521,0.09477806091308594,0.12765908241271973,0.2,5,poly
PC,IN,svc,std,4,675,108,1177,388,0.7887563884156729,0.8620689655172413,0.6349952963311383,0.7313109425785482,0.7754743018620671,0.5816895085889011,7.613991516610778,0.09676957130432129,0.3370993137359619,0.2,5,rbf
PC,IN,svc,std,4,520,305,980,543,0.6388415672913118,0.6303030303030303,0.4891815616180621,0.5508474576271186,0.6259137380074746,0.262569563907337,13.017469367108747,0.08976054191589355,0.13064908981323242,0.2,5,sigmoid
PC,IN,svc,std,4,93,9,1276,970,0.5830494037478705,0.9117647058823529,0.08748824082784572,0.15965665236051502,0.540242174888631,0.19652810839832338,15.028422771697484,0.09075427055358887,0.12566447257995605,1.0,3,poly
PC,IN,svc,std,4,770,127,1158,293,0.8211243611584327,0.8584169453734671,0.7243650047036688,0.7857142857142857,0.812766159939383,0.6408228985331539,6.447331526162352,0.0827789306640625,0.28028440475463867,1.0,3,rbf
PC,IN,svc,std,4,576,460,825,487,0.5966780238500852,0.555984555984556,0.541862652869238,0.5488327775131014,0.5919429995863699,0.18434020443158272,14.537197512561306,0.06984114646911621,0.0997610092163086,1.0,3,sigmoid
PC,IN,svc,std,4,82,8,1277,981,0.5787904599659285,0.9111111111111111,0.07714016933207903,0.1422376409366869,0.5354572441991134,0.18385267227794913,15.181930665177534,0.09079265594482422,0.12968134880065918,1.0,4,poly
PC,IN,svc,std,4,770,127,1158,293,0.8211243611584327,0.8584169453734671,0.7243650047036688,0.7857142857142857,0.812766159939383,0.6408228985331539,6.447331526162352,0.08279538154602051,0.27825474739074707,1.0,4,rbf
